author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Трансстройинвест,developer,https://www.cian.ru/sale/flat/299589652/,Москва,sale,flat,2,24,1,43.5,-1,0,17768630.0,Очаково-Матвеевское,Мичуринский проспект,72А,Озёрная,ОМ
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/298210838/,Москва,sale,flat,13,44,1,60.9,-1,0,25500000.0,Хорошево-Мневники,к2/2,к2/2,Шелепиха,Сидней Сити ЖК
Группа Родина,developer,https://www.cian.ru/sale/flat/293200764/,Москва,sale,flat,6,13,1,33.9,-1,0,11048000.0,, 1-я Ватутинская,14к1,Ольховая,Russian Design District
SITRealty,real_estate_agent,https://www.cian.ru/sale/flat/300609717/,Москва,sale,flat,4,7,1,40.0,-1,0,9850000.0,, Медовая Долина,2,Санино,Баркли Медовая долина
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/301563956/,Москва,sale,flat,7,12,1,43.8,-1,0,10218540.0,,,5/2,Аэропорт Внуково,"Новые Ватутинки, мкр. Заречный"
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/298087113/,Москва,sale,flat,4,46,1,39.7,-1,0,19000000.0,Обручевский, Академика Волгина,2С2,Калужская,Архитектор
А101,developer,https://www.cian.ru/sale/flat/296534525/,Москва,sale,flat,4,17,1,20.9,-1,0,7590237.0,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
ID 84856352,homeowner,https://www.cian.ru/sale/flat/301505612/,Москва,sale,flat,5,14,1,34.6,-1,0,13650000.0,Нагорный,Ялтинская ,8,Севастопольская,
А101,developer,https://www.cian.ru/sale/flat/291999825/,Москва,sale,flat,9,30,1,33.2,-1,0,9971764.0,Южное Бутово,м. Бунинская аллея,,Бунинская аллея,Южные Сады ЖК
Estes,real_estate_agent,https://www.cian.ru/sale/flat/300647536/,Москва,sale,flat,4,12,1,38.7,-1,0,12550000.0,Нагатино-Садовники,Коломенский проезд,14К1,Каширская,
Группа Аквилон,developer,https://www.cian.ru/sale/flat/301688418/,Москва,sale,flat,3,28,1,32.92,-1,0,11496421.0,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300136415/,Москва,sale,flat,12,14,1,54.5,-1,0,35700000.0,Пресненский, Малая Грузинская,28,Краснопресненская,
А101,developer,https://www.cian.ru/sale/flat/292609319/,Москва,sale,flat,3,13,1,32.9,-1,0,9657426.0,,,,Прокшино,Прокшино ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300313530/,Москва,sale,flat,12,17,1,41.6,-1,0,8900000.0,Косино-Ухтомский,Лухмановская ,15к4,Лухмановская,
А101,developer,https://www.cian.ru/sale/flat/288821957/,Москва,sale,flat,3,16,1,36.2,-1,0,20367033.0,Сокол, Зорге,25С2,Зорге,Дом на Зорге
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299740960/,Москва,sale,flat,15,17,1,34.6,-1,0,9000000.0,Ясенево, Инессы Арманд,7,Новоясеневская,
А101,developer,https://www.cian.ru/sale/flat/301534519/,Москва,sale,flat,2,10,1,35.6,-1,0,6924833.0,,,,Толстопальцево,Родные кварталы
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299776431/,Москва,sale,flat,12,12,1,38.7,-1,0,9200000.0,Орехово-Борисово Южное,Домодедовская ,38К2,Домодедовская,
А101,developer,https://www.cian.ru/sale/flat/292131403/,Москва,sale,flat,9,15,1,33.5,-1,0,8128776.0,,,,Ольховая,Деснаречье ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299469625/,Москва,sale,flat,8,17,1,38.0,-1,0,10000000.0,Северное Бутово, Грина,9,Бульвар Дмитрия Донского,
Основа,developer,https://www.cian.ru/sale/flat/286346467/,Москва,sale,flat,-1,-1,-1,202.0,-1,0,17580720.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/298065569/,Москва,sale,flat,8,12,1,34.9,-1,0,9000000.0,Дмитровский,Клязьминская ,4,Грачёвская,
Regions Development,developer,https://www.cian.ru/sale/flat/301581383/,Москва,sale,flat,9,17,1,45.47,-1,0,22641734.0,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300889564/,Москва,sale,flat,12,16,1,40.6,-1,0,18900000.0,Можайский, Вересаева,10,Давыдково,
Главстрой,developer,https://www.cian.ru/sale/flat/301772447/,Москва,sale,flat,32,38,1,46.83,-1,0,28512914.0,Котловка,31/2,31/2,Профсоюзная,Новые Академики ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/298520114/,Москва,sale,flat,9,12,1,39.0,-1,0,9380000.0,Марьино,Донецкая ,19,Курьяново,
Стадион Спартак,developer,https://www.cian.ru/sale/flat/300486377/,Москва,sale,flat,13,19,1,57.3,-1,0,34626390.0,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294451528/,Москва,sale,flat,9,17,1,38.0,-1,0,10500000.0,Южное Бутово,Веневская ,9,Улица Скобелевская,
Regions Development,developer,https://www.cian.ru/sale/flat/301624011/,Москва,sale,flat,7,23,1,58.1,-1,0,26022136.0,Нагатинский затон,проспект Андропова,9/1к2,Технопарк,Dream Towers
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300725362/,Москва,sale,flat,8,9,1,35.0,-1,0,10490000.0,Северное Тушино, Вилиса Лациса,11К3,Планерная,
Трансстройинвест,developer,https://www.cian.ru/sale/flat/298434563/,Москва,sale,flat,3,23,1,42.9,-1,0,20005137.0,Очаково-Матвеевское,Очаково мкр,,Озёрная,ОМ ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294258749/,Москва,sale,flat,12,17,1,37.9,-1,0,12000000.0,Братеево,Братеевская ,21,Борисово,
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297239200/,Москва,sale,flat,10,12,1,43.8,-1,0,10314900.0,,,5/3,Аэропорт Внуково,"Новые Ватутинки, мкр. Заречный"
BERI,real_estate_agent,https://www.cian.ru/sale/flat/297062106/,Москва,sale,flat,2,9,1,34.1,-1,0,20990000.0,Красносельский,переулок Даев,12/16,Сухаревская,
Forma,developer,https://www.cian.ru/sale/flat/301266093/,Москва,sale,flat,7,8,1,51.1,-1,0,30133670.0,Аэропорт,Часовая ,28к8,Красный Балтиец,SOUL
ТСН Владис,real_estate_agent,https://www.cian.ru/sale/flat/298620907/,Москва,sale,flat,11,16,1,44.9,-1,0,16990000.0,Басманный,Рубцовская набережная,2К3,Электрозаводская,
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/298781657/,Москва,sale,flat,6,14,1,41.1,-1,0,10649010.0,, 3-я Нововатутинская,15к1,Кедровая,"Новые Ватутинки, мкр. Центральный"
Ксения Шахматова,realtor,https://www.cian.ru/sale/flat/300488507/,Москва,sale,flat,6,9,1,36.0,-1,0,12500000.0,Отрадное, Бестужевых,3Б,Отрадное,
ASTERUS,representative_developer,https://www.cian.ru/sale/flat/301290706/,Москва,sale,flat,12,12,1,39.0,-1,0,22666905.0,Покровское-Стрешнево,бульвар Небесный,1к1,Спартак,ÁLIA
ID 16206164,homeowner,https://www.cian.ru/sale/flat/301408225/,Москва,sale,flat,22,24,1,42.7,-1,0,19500000.0,Даниловский,Автозаводская ,23Бк2,ЗИЛ,Парк Легенд
ASTERUS,representative_developer,https://www.cian.ru/sale/flat/298401422/,Москва,sale,flat,24,25,1,47.5,-1,0,22171258.0,Покровское-Стрешнево,бульвар Небесный,1к1,Тушинская,ÁLIA
ID 13544436,realtor,https://www.cian.ru/sale/flat/299397912/,Москва,sale,flat,12,16,1,38.5,-1,0,11900000.0,,проспект Магеллана,5,Филатов Луг,
FORMA,developer,https://www.cian.ru/sale/flat/301158303/,Москва,sale,flat,18,26,1,40.93,-1,0,37336346.0,Пресненский,к2.2,к2.2,Белорусская,Репаблик ЖК
ID 33199158,unknown,https://www.cian.ru/sale/flat/292196992/,Москва,sale,flat,1,4,1,41.3,-1,0,6800000.0,, Жемчужная,1к4,Филатов Луг,Марьино Град
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297843388/,Москва,sale,flat,10,14,1,41.2,-1,0,10674920.0,,,к9/1.1,Кедровая,"Новые Ватутинки, мкр. Центральный"
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/299203398/,Москва,sale,flat,6,18,1,40.9,-1,0,17400000.0,Академический,Новочеремушкинская ,35к2,Профсоюзная,
Концерн Русич,developer,https://www.cian.ru/sale/flat/296386941/,Москва,sale,flat,13,32,1,39.0,-1,0,13256100.0,Царицыно,Севанская ,62С2,Каширская,РУСИЧ-Кантемировский
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301122759/,Москва,sale,flat,5,17,1,40.0,-1,0,8300000.0,, Барышевская Роща,24,Щербинка,Прима-Парк
А101,developer,https://www.cian.ru/sale/flat/292609344/,Москва,sale,flat,7,13,1,35.1,-1,0,10188765.0,,,,Прокшино,Прокшино ЖК
ID 88424902,unknown,https://www.cian.ru/sale/flat/300253722/,Москва,sale,flat,2,6,1,31.0,-1,0,8160000.0,, Жемчужная,1к4,Филатов Луг,Марьино Град
А101,developer,https://www.cian.ru/sale/flat/296805617/,Москва,sale,flat,16,18,1,39.6,-1,0,12253190.0,,,6.1.1,Коммунарка,Дзен-кварталы ЖК
ЛИДЕР,real_estate_agent,https://www.cian.ru/sale/flat/300895436/,Москва,sale,flat,7,12,1,27.6,-1,0,6950000.0,Матушкино,Зеленоград,к158,Зеленоград — Крюково,
А101,developer,https://www.cian.ru/sale/flat/296397747/,Москва,sale,flat,8,9,1,36.3,-1,0,8564078.0,,,1.2,Толстопальцево,Родные кварталы ЖК
Адресат,real_estate_agent,https://www.cian.ru/sale/flat/295677601/,Москва,sale,flat,12,14,1,39.3,-1,0,11900000.0,Перово,1-я Владимирская ,35К2,Перово,
А101,developer,https://www.cian.ru/sale/flat/288124825/,Москва,sale,flat,8,16,1,33.6,-1,0,9915338.0,,,,Улица Скобелевская,Скандинавия
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/295282834/,Москва,sale,flat,11,13,1,49.0,-1,0,22100000.0,Таганский, Большие Каменщики,15,Таганская,
А101,developer,https://www.cian.ru/sale/flat/273874085/,Москва,sale,flat,24,30,1,39.1,-1,0,11284539.0,Южное Бутово,м. Бунинская аллея,,Бунинская аллея,Южные Сады ЖК
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300833061/,Москва,sale,flat,2,14,1,43.7,-1,0,19600000.0,Лефортово,проезд Шелихова,3,Площадь Ильича,Символ
А101,developer,https://www.cian.ru/sale/flat/298498536/,Москва,sale,flat,12,16,1,36.7,-1,0,11621426.0,,,,Филатов Луг,Прокшино ЖК
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/279125910/,Москва,sale,flat,6,15,1,33.0,-1,0,17000000.0,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер
Группа Аквилон,developer,https://www.cian.ru/sale/flat/299730273/,Москва,sale,flat,7,28,1,34.16,-1,0,12542608.0,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297492925/,Москва,sale,flat,9,16,1,36.4,-1,0,10500000.0,Южное Бутово,к2.1,к2.1,Бунинская аллея,Южные Сады ЖК
А101,developer,https://www.cian.ru/sale/flat/291009806/,Москва,sale,flat,18,18,1,37.5,-1,0,12160176.0,,,37.2.1,Улица Старокачаловская,Скандинавия ЖК
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299456682/,Москва,sale,flat,5,30,1,28.4,-1,0,8800000.0,Южное Бутово,к2.2,к2.2,Бунинская аллея,Южные Сады ЖК
А101,developer,https://www.cian.ru/sale/flat/279343345/,Москва,sale,flat,8,8,1,36.3,-1,0,8829633.0,,,к2.3,Бунинская аллея,Бунинские Кварталы ЖК
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298216557/,Москва,sale,flat,13,16,1,37.8,-1,0,9990000.0,,,28.3,Потапово,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/291010258/,Москва,sale,flat,18,18,1,38.0,-1,0,11153816.0,,,37.2.2,Улица Скобелевская,Скандинавия ЖК
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300564827/,Москва,sale,flat,13,16,1,35.4,-1,0,12000000.0,Донской,Загородное шоссе,3К3,Крымская,
А101,developer,https://www.cian.ru/sale/flat/295900955/,Москва,sale,flat,9,21,1,34.0,-1,0,9449698.0,,,6.1,Бунинская аллея,Бунинские Кварталы ЖК
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/300605973/,Москва,sale,flat,15,15,1,32.3,-1,0,9700000.0,, Василия Ощепкова,2,Коммунарка,Москвичка
October Group,developer,https://www.cian.ru/sale/flat/300425577/,Москва,sale,flat,22,29,1,42.4,-1,0,24997437.0,Раменки, Лобачевского,124к3А,Аминьевская,Stories на Мосфильмовской
RED,real_estate_agent,https://www.cian.ru/sale/flat/301367951/,Москва,sale,flat,3,15,1,31.1,-1,0,12630000.0,Хорошевский,Ходынский бульвар,2,ЦСКА,Лайнер
А101,developer,https://www.cian.ru/sale/flat/289992360/,Москва,sale,flat,14,16,1,38.1,-1,0,11911046.0,,,3.5,Бунинская аллея,Дзен-кварталы ЖК
Ключи,real_estate_agent,https://www.cian.ru/sale/flat/293420284/,Москва,sale,flat,6,14,1,40.0,-1,0,21500000.0,Тверской,3-й Самотечный переулок,21,Достоевская,
А101,developer,https://www.cian.ru/sale/flat/289991413/,Москва,sale,flat,10,24,1,33.7,-1,0,10535984.0,,,3.1,Коммунарка,Дзен-кварталы ЖК
RED,real_estate_agent,https://www.cian.ru/sale/flat/301734792/,Москва,sale,flat,9,22,1,30.3,-1,0,7900000.0,, Родниковая,30к3,Саларьево,Румянцево-Парк
А101,developer,https://www.cian.ru/sale/flat/288194236/,Москва,sale,flat,8,14,1,37.1,-1,0,12827331.0,,,,Улица Скобелевская,Скандинавия
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301804694/,Москва,sale,flat,13,13,1,42.3,-1,0,14499999.0,Коньково, Введенского,5,Беляево,
А101,developer,https://www.cian.ru/sale/flat/296804720/,Москва,sale,flat,7,13,1,36.2,-1,0,9976401.0,,,6.1.1,Коммунарка,Дзен-кварталы ЖК
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/299549348/,Москва,sale,flat,10,24,1,40.8,-1,0,12600000.0,Нижегородский, Нижняя Хохловка,8,Нижегородская,
А101,developer,https://www.cian.ru/sale/flat/290891170/,Москва,sale,flat,4,12,1,37.8,-1,0,10984003.0,,,4.3,Коммунарка,Дзен-кварталы ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300045498/,Москва,sale,flat,11,16,1,36.8,-1,0,14899000.0,Таганский,Вековая ,5,Площадь Ильича,
А101,developer,https://www.cian.ru/sale/flat/293988066/,Москва,sale,flat,10,13,1,36.4,-1,0,10985808.0,,,25.4,Коммунарка,Скандинавия ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297944362/,Москва,sale,flat,8,14,1,38.0,-1,0,11350000.0,, Потаповская Роща,20к2,Потапово,Белые ночи
Олег Бабкин,realtor,https://www.cian.ru/sale/flat/301449265/,Москва,sale,flat,4,9,1,38.0,-1,0,13600000.0,Отрадное, Бестужевых,27,Отрадное,
А101,developer,https://www.cian.ru/sale/flat/298496047/,Москва,sale,flat,8,18,1,34.7,-1,0,10824917.0,,,6.1.1,Коммунарка,Дзен-кварталы ЖК
Ключи,real_estate_agent,https://www.cian.ru/sale/flat/301311627/,Москва,sale,flat,10,17,1,38.6,-1,0,10700000.0,Бескудниковский,Бескудниковский бульвар,24К1,Дегунино,
А101,developer,https://www.cian.ru/sale/flat/295212181/,Москва,sale,flat,2,18,1,36.6,-1,0,9618952.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК
Ярославна Слинько,realtor,https://www.cian.ru/sale/flat/299947678/,Москва,sale,flat,6,8,1,32.0,-1,0,13500000.0,Филевский парк,Кастанаевская ,6,Багратионовская,
А101,developer,https://www.cian.ru/sale/flat/295212577/,Москва,sale,flat,15,19,1,38.7,-1,0,9733824.0,,,5.1,Улица Горчакова,Бунинские Кварталы ЖК
Место,real_estate_agent,https://www.cian.ru/sale/flat/300246632/,Москва,sale,flat,18,22,1,47.0,-1,0,12300000.0,Ивановское,шоссе Энтузиастов,51,Новогиреево,
А101,developer,https://www.cian.ru/sale/flat/301534529/,Москва,sale,flat,4,10,1,35.1,-1,0,7113676.0,,,,Толстопальцево,Родные кварталы
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/301732160/,Москва,sale,flat,17,17,1,39.5,-1,0,10300000.0,,,20,Ольховая,
А101,developer,https://www.cian.ru/sale/flat/301534330/,Москва,sale,flat,6,10,1,36.6,-1,0,8225248.0,,,,Толстопальцево,Родные кварталы
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293687122/,Москва,sale,flat,2,6,1,50.3,-1,0,15450000.0,, Зеленая Горка,1к1,Говорово,Татьянин Парк
А101,developer,https://www.cian.ru/sale/flat/293280631/,Москва,sale,flat,10,12,1,29.9,-1,0,11508893.0,,,37.2.3,Улица Скобелевская,Скандинавия ЖК
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301314071/,Москва,sale,flat,8,12,1,39.4,-1,0,10500000.0,Северное Бутово,Ратная ,12К1,Бульвар Дмитрия Донского,
А101,developer,https://www.cian.ru/sale/flat/289129472/,Москва,sale,flat,11,15,1,36.0,-1,0,10998173.0,,,,Саларьево,Прокшино ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301379771/,Москва,sale,flat,11,24,1,37.7,-1,0,9000000.0,Бирюлево Восточное,6-я Радиальная ,7,Царицыно,Царицыно-2
Группа Аквилон,developer,https://www.cian.ru/sale/flat/301688286/,Москва,sale,flat,15,28,1,41.06,-1,0,15396186.0,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301652824/,Москва,sale,flat,13,26,1,40.8,-1,0,18500000.0,Головинский,Кронштадтский бульвар,6к5,Водный стадион,Водный
А101,developer,https://www.cian.ru/sale/flat/281969883/,Москва,sale,flat,12,15,1,35.8,-1,0,11323589.0,,,8к5,Филатов Луг,Прокшино ЖК
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300210420/,Москва,sale,flat,12,14,1,38.1,-1,0,9200000.0,Южное Бутово,Изюмская ,43к1,Бутово,
А101,developer,https://www.cian.ru/sale/flat/278068542/,Москва,sale,flat,9,9,1,36.5,-1,0,11591499.0,,,,Улица Скобелевская,Скандинавия
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298021901/,Москва,sale,flat,15,23,1,0.6,-1,0,15900000.0,Нагорный,Электролитный проезд,16к4,Нагорная,Вершинино
Группа Аквилон,developer,https://www.cian.ru/sale/flat/299730542/,Москва,sale,flat,7,28,1,34.8,-1,0,12355717.0,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300009662/,Москва,sale,flat,15,16,1,38.0,-1,0,10200000.0,Отрадное,Юрловский проезд,1,Отрадное,
Концерн Русич,developer,https://www.cian.ru/sale/flat/300312872/,Москва,sale,flat,17,17,1,36.0,-1,0,12636000.0,Царицыно,Севанская ,62С2,Каширская,РУСИЧ-Кантемировский
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301277267/,Москва,sale,flat,18,21,1,49.2,-1,0,23990000.0,Тропарево-Никулино,улица Мичуринский проспект Олимпийская деревня,1к1,Мичуринский проспект,Чемпион парк
А101,developer,https://www.cian.ru/sale/flat/296804636/,Москва,sale,flat,9,11,1,37.7,-1,0,9998677.0,,,,Коммунарка,Дзен-кварталы ЖК
Андрей Зубаков,realtor,https://www.cian.ru/sale/flat/298260764/,Москва,sale,flat,15,17,1,42.0,-1,0,13000000.0,Кузьминки,Волгоградский проспект,138к4,Кузьминки,
А101,developer,https://www.cian.ru/sale/flat/296534793/,Москва,sale,flat,2,19,1,39.9,-1,0,10373781.0,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301737950/,Москва,sale,flat,8,17,1,38.0,-1,0,9000000.0,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,Царицыно-2
А101,developer,https://www.cian.ru/sale/flat/296666371/,Москва,sale,flat,10,19,1,32.9,-1,0,8347421.0,,,,Бунинская аллея,Бунинские кварталы
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/298397251/,Москва,sale,flat,17,17,1,37.0,-1,0,10620000.0,, Самуила Маршака,24,Рассказовка,Переделкино Ближнее Город-парк
А101,developer,https://www.cian.ru/sale/flat/296805346/,Москва,sale,flat,5,14,1,28.8,-1,0,9952308.0,,,6.1.1,Коммунарка,Дзен-кварталы ЖК
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301578537/,Москва,sale,flat,8,8,1,42.4,-1,0,10950000.0,, Эдварда Грига,17,Потапово,Скандинавия
А101,developer,https://www.cian.ru/sale/flat/296397499/,Москва,sale,flat,3,10,1,37.9,-1,0,8430438.0,,,1.1,Толстопальцево,Родные кварталы ЖК
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/301108336/,Москва,sale,flat,17,17,1,38.0,-1,0,9700000.0,Западное Дегунино,Ангарская ,22К1,Грачёвская,
А101,developer,https://www.cian.ru/sale/flat/299534388/,Москва,sale,flat,15,19,1,33.7,-1,0,10061053.0,,,,Бунинская аллея,Скандинавия
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298369793/,Москва,sale,flat,23,25,1,42.0,-1,0,10000000.0,, Москвитина,1к2,Рассказовка,Город-парк Первый Московский
А101,developer,https://www.cian.ru/sale/flat/299535249/,Москва,sale,flat,7,18,1,38.7,-1,0,9925063.0,,,,Бунинская аллея,Скандинавия
KINS Group,real_estate_agent,https://www.cian.ru/sale/flat/294990201/,Москва,sale,flat,12,17,1,38.8,-1,0,11490000.0,Новокосино,Городецкая ,9К1,Новокосино,
Концерн Русич,developer,https://www.cian.ru/sale/flat/296387288/,Москва,sale,flat,11,26,1,31.0,-1,0,10846590.0,Царицыно,Севанская ,62С2,Каширская,РУСИЧ-Кантемировский
АЛЬФА 2017,real_estate_agent,https://www.cian.ru/sale/flat/301401833/,Москва,sale,flat,3,19,1,39.4,-1,0,9500000.0,, Москвитина,3к1,Рассказовка,Город-парк Первый Московский
А101,developer,https://www.cian.ru/sale/flat/279712305/,Москва,sale,flat,4,10,1,37.7,-1,0,10255193.0,,,1.4,Бунинская аллея,Дзен-кварталы ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299984308/,Москва,sale,flat,13,16,1,41.8,-1,0,8650000.0,, Летчика Ульянина,7,Пыхтино,
А101,developer,https://www.cian.ru/sale/flat/292609086/,Москва,sale,flat,9,17,1,39.4,-1,0,10912319.0,,проспект Прокшинский,,Прокшино,Прокшино
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301752285/,Москва,sale,flat,16,17,1,38.0,-1,0,9000000.0,Бирюлево Восточное,6-я Радиальная ,вл7к30,Царицыно,Царицыно-2
А101,developer,https://www.cian.ru/sale/flat/295067327/,Москва,sale,flat,9,9,1,36.3,-1,0,7522304.0,,,2,Толстопальцево,Родные кварталы ЖК
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300892101/,Москва,sale,flat,3,17,1,37.9,-1,0,11000000.0,, Бориса Пастернака,33к2,Рассказовка,
А101,developer,https://www.cian.ru/sale/flat/293987119/,Москва,sale,flat,16,17,1,38.3,-1,0,12569478.0,,,,Улица Скобелевская,Скандинавия
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/300967353/,Москва,sale,flat,3,16,1,42.4,-1,0,11500000.0,Южное Бутово, Адмирала Лазарева,19к1,Бульвар Адмирала Ушакова,
А101,developer,https://www.cian.ru/sale/flat/296534651/,Москва,sale,flat,9,17,1,36.1,-1,0,10383733.0,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298675144/,Москва,sale,flat,8,17,1,42.7,-1,0,10950000.0,, Александры Монаховой,23,Коммунарка,Коммунарка
А101,developer,https://www.cian.ru/sale/flat/291012473/,Москва,sale,flat,6,8,1,35.4,-1,0,9567785.0,,,6.1,Улица Горчакова,Бунинские Кварталы ЖК
Людмила Геберт,realtor,https://www.cian.ru/sale/flat/299207938/,Москва,sale,flat,1,9,1,35.0,-1,0,10850000.0,Войковский,Выборгская ,8,Водный стадион,
Группа Аквилон,developer,https://www.cian.ru/sale/flat/301688416/,Москва,sale,flat,13,28,1,38.54,-1,0,14042883.0,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК
Landis,real_estate_agent,https://www.cian.ru/sale/flat/296077364/,Москва,sale,flat,3,25,1,43.1,-1,0,10200000.0,, Радужная,4,Рассказовка,Град Московский
А101,developer,https://www.cian.ru/sale/flat/288567481/,Москва,sale,flat,8,12,1,35.7,-1,0,12423221.0,,,37.1.1,Улица Скобелевская,Скандинавия ЖК
Екатерина Чистякова,realtor,https://www.cian.ru/sale/flat/300242556/,Москва,sale,flat,12,16,1,40.4,-1,0,17900000.0,Даниловский,Автозаводская ,23С120,ЗИЛ,Парк Легенд
Основа,developer,https://www.cian.ru/sale/flat/286346404/,Москва,sale,flat,-1,-1,-1,202.0,-1,0,16057440.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
Landis,real_estate_agent,https://www.cian.ru/sale/flat/300832689/,Москва,sale,flat,11,17,1,37.9,-1,0,10400000.0,Некрасовка, Вертолетчиков,9к2,Некрасовка,Некрасовка
Инград,developer,https://www.cian.ru/sale/flat/301587844/,Москва,sale,flat,9,22,1,37.4,-1,0,9086316.0,,,к6,Саларьево,Филатов Луг ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300297108/,Москва,sale,flat,21,22,1,34.0,-1,0,17000000.0,Хорошевский,1-я Магистральная ,25,Хорошёвская,Сити-комплекс Мята
А101,developer,https://www.cian.ru/sale/flat/277903847/,Москва,sale,flat,13,16,1,36.0,-1,0,8967484.0,,,к1.3,Бунинская аллея,Бунинские Кварталы ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300100659/,Москва,sale,flat,18,18,1,37.7,-1,0,13700000.0,,проспект Прокшинский,12,Прокшино,Прокшино
А101,developer,https://www.cian.ru/sale/flat/294605806/,Москва,sale,flat,6,12,1,36.9,-1,0,9941027.0,,,4.3,Бунинская аллея,Дзен-кварталы ЖК
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301267118/,Москва,sale,flat,13,23,1,104.0,-1,0,44700000.0,Басманный,набережная Академика Туполева,15,Бауманская,Каскад
